number	organism	concat(propertyValue, year(Request.createDate), '/', filename)	codeApplication	codeSampleFileType
44X26	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_ESC_Rep_2_JW-H45_sequence.txt.gz	CHIPSEQ	fastqRead1
44X27	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27ac_ESC_Rep_2_JW-H46_sequence.txt.gz	CHIPSEQ	fastqRead1
44X28	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K36me3_ESC_Rep_2_JW-H47_sequence.txt.gz	CHIPSEQ	fastqRead1
44X29	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/RNAP_Ser5_Phos_ESC_Rep_2_JW-H48_sequence.txt.gz	CHIPSEQ	fastqRead1
44X30	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K4me1_MES_Rep_2_JW-H49_sequence.txt.gz	CHIPSEQ	fastqRead1
44X31	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K4me3_MES_Rep_2_JW-H50_sequence.txt.gz	CHIPSEQ	fastqRead1
44X32	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_MES_Rep_2_JW-H51_sequence.txt.gz	CHIPSEQ	fastqRead1
44X33	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27ac_MES_Rep_2_JW-H52_sequence.txt.gz	CHIPSEQ	fastqRead1
44X34	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K36me3_MES_Rep_2_JW-H53_sequence.txt.gz	CHIPSEQ	fastqRead1
44X35	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/RNAP_Ser5_Phos_MES_Rep_2_JW-H54_sequence.txt.gz	CHIPSEQ	fastqRead1
44X36	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K4me1_CP_Rep_2_JW-H55_sequence.txt.gz	CHIPSEQ	fastqRead1
44X37	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K4me3_CP_Rep_2_JW-H56_sequence.txt.gz	CHIPSEQ	fastqRead1
44X38	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_CP_Rep_2_JW-H57_sequence.txt.gz	CHIPSEQ	fastqRead1
44X39	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27ac_CP_Rep_2_JW-H58_sequence.txt.gz	CHIPSEQ	fastqRead1
44X40	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K36me3_CP_Rep_2_JW-H59_sequence.txt.gz	CHIPSEQ	fastqRead1
44X41	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/RNAP_Ser5_Phos_CP_Rep_2_JW-H60_sequence.txt.gz	CHIPSEQ	fastqRead1
44X42	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K4me1_CM_Rep_2_JW-H61_sequence.txt.gz	CHIPSEQ	fastqRead1
44X43	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K4me3_CM_Rep_2_JW-H62_sequence.txt.gz	CHIPSEQ	fastqRead1
44X44	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_CM_Rep_2_JW-H63_sequence.txt.gz	CHIPSEQ	fastqRead1
44X45	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27ac_CM_Rep_2_JW-H64_sequence.txt.gz	CHIPSEQ	fastqRead1
44X46	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K36me3_CM_Rep_2_JW-H65_sequence.txt.gz	CHIPSEQ	fastqRead1
44X47	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_MES_Rep_1_JW-H21c_sequence.txt.gz	CHIPSEQ	fastqRead1
44X48	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/RNAP_Ser5_Phos_MES_Rep_1_JW-H24c_sequence.txt.gz	CHIPSEQ	fastqRead1
44X49	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_CP_Rep_1_JW-H29c_sequence.txt.gz	CHIPSEQ	fastqRead1
44X50	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/RNAP_Ser5_Phos_CP_Rep_1_JW-H32c_sequence.txt.gz	CHIPSEQ	fastqRead1
44X51	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_CM_Rep_1_JW-H37c_sequence.txt.gz	CHIPSEQ	fastqRead1
44X52	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/RNAP_Ser5_Phos_CM_Rep_1_JW-H40c_sequence.txt.gz	CHIPSEQ	fastqRead1
44X53	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/RNAP_Ser5_Phos_CM_Rep_2_JW-H66_sequence.txt.gz	CHIPSEQ	fastqRead1
44X54	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3_CM_Rep_1_JW-H41c_sequence.txt.gz	CHIPSEQ	fastqRead1
44X55	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K4me1_ESC_Rep_3_JW-H67_sequence.txt.gz	CHIPSEQ	fastqRead1
44X56	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K4me1_MES_Rep_3_JW-H68_sequence.txt.gz	CHIPSEQ	fastqRead1
44X57	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K4me1_CP_Rep_3_JW-H69_sequence.txt.gz	CHIPSEQ	fastqRead1
44X58	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K4me1_CM_Rep_3_JW-H70_sequence.txt.gz	CHIPSEQ	fastqRead1
44X59	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_ESC_Rep_3_JW-H71_sequence.txt.gz	CHIPSEQ	fastqRead1
44X60	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_MES_Rep_3_JW-H72_sequence.txt.gz	CHIPSEQ	fastqRead1
44X61	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_CP_Rep_3_JW-H73_sequence.txt.gz	CHIPSEQ	fastqRead1
44X62	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/H3K27me3_CM_Rep_3_JW-H74_sequence.txt.gz	CHIPSEQ	fastqRead1
44X63	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/WCE_ESC_Rep_3_JW-H75_sequence.txt.gz	CHIPSEQ	fastqRead1
44X64	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/WCE_MES_Rep_3_JW-H76_sequence.txt.gz	CHIPSEQ	fastqRead1
44X65	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/WCE_CP_Rep_3_JW-H77_sequence.txt.gz	CHIPSEQ	fastqRead1
44X66	Mouse	/Data01/gnomex/ExperimentData/2011/44R/sequence.txt/WCE_CM_Rep_3_JW-H78_sequence.txt.gz	CHIPSEQ	fastqRead1
49X1	Mouse	/Data01/gnomex/ExperimentData/2011/49R/fastq/s_8_E12.5v_input_sequence.txt.gz	CHIPSEQ	fastqRead1
49X2	Mouse	/Data01/gnomex/ExperimentData/2011/49R/fastq/s_8__E12.5v_EZH2_sequence.txt.gz	CHIPSEQ	fastqRead1
49X3	Mouse	/Data01/gnomex/ExperimentData/2011/49R/fastq/s_8_E12.5v_H3K27me3_sequence.txt.gz	CHIPSEQ	fastqRead1
50X1	Mouse	/Data01/gnomex/ExperimentData/2011/50R/upload_staging/TG4S-control-4.111013-FC325.L007_R2.gz	MRNASEQ	fastqRead2
50X1	Mouse	/Data01/gnomex/ExperimentData/2011/50R/upload_staging/TG4S-control-4.111013-FC325.L007_R1.gz	MRNASEQ	fastqRead1
50X2	Mouse	/Data01/gnomex/ExperimentData/2011/50R/upload_staging/TG4S-KO-4.111013-FC325.L007_R1.gz	MRNASEQ	fastqRead1
50X2	Mouse	/Data01/gnomex/ExperimentData/2011/50R/upload_staging/TG4S-KO-4.111013-FC325.L007_R2.gz	MRNASEQ	fastqRead2
52X1	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-control-1.110808-FC294.s_1_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
52X1	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-control-1.110808-FC294.s_1_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
52X3	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-control-2.110830-FC301.s_3_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
52X3	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-control-2.110830-FC301.s_3_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
52X5	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-control-4.111013-FC325.L007_R2.fastq.gz	MRNASEQ	fastqRead2
52X5	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-control-4.111013-FC325.L007_R1.fastq.gz	MRNASEQ	fastqRead1
52X7	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-KO-1.110808-FC294.s_1_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
52X7	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-KO-1.110808-FC294.s_1_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
52X9	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-KO-2.110830-FC301.s_3_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
52X9	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-KO-2.110830-FC301.s_3_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
52X11	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-KO-4.111013-FC325.L007_R2.fastq.gz	MRNASEQ	fastqRead2
52X11	Mouse	/Data01/gnomex/ExperimentData/2011/52R/Ezh2_KO_control/TG4S-KO-4.111013-FC325.L007_R1.fastq.gz	MRNASEQ	fastqRead1
53X1	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/A8-D10-0.2a_ATCACG_L002_R1.fastq.gz	TDNASEQ	fastqRead1
53X1	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/A8-D10-0.2a_ATCACG_L002_R2.fastq.gz	TDNASEQ	fastqRead2
53X2	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/A8-D10-0.2b_CGATGT_L002_R1.fastq.gz	TDNASEQ	fastqRead1
53X2	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/A8-D10-0.2b_CGATGT_L002_R2.fastq.gz	TDNASEQ	fastqRead2
53X3	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/A8-D6-0.2a_ACAGTG_L002_R2.fastq.gz	TDNASEQ	fastqRead2
53X3	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/A8-D6-0.2a_ACAGTG_L002_R1.fastq.gz	TDNASEQ	fastqRead1
53X4	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/A8-D6-0.2b_GCCAAT_L003_R2.fastq.gz	TDNASEQ	fastqRead2
53X4	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/A8-D6-0.2b_GCCAAT_L003_R1.fastq.gz	TDNASEQ	fastqRead1
53X5	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/DKO-D10-0.3a_TTAGGC_L002_R2.fastq.gz	TDNASEQ	fastqRead2
53X5	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/DKO-D10-0.3a_TTAGGC_L002_R1.fastq.gz	TDNASEQ	fastqRead1
53X6	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/DKO-D10-0.3b_TGACCA_L002_R2.fastq.gz	TDNASEQ	fastqRead2
53X6	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/DKO-D10-0.3b_TGACCA_L002_R1.fastq.gz	TDNASEQ	fastqRead1
53X7	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/DKO-D6-0.3a_GATCAG_L003_R2.fastq.gz	TDNASEQ	fastqRead2
53X7	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/DKO-D6-0.3a_GATCAG_L003_R1.fastq.gz	TDNASEQ	fastqRead1
53X8	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/DKO-D6-0.3b_TAGCTT_L003_R1.fastq.gz	TDNASEQ	fastqRead1
53X8	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/DKO-D6-0.3b_TAGCTT_L003_R2.fastq.gz	TDNASEQ	fastqRead2
53X9	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Nkx2.5-D10-0.2a_GTCGAA_L005_R1.fastq.gz	TDNASEQ	fastqRead1
53X9	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Nkx2.5-D10-0.2a_GTCGAA_L005_R2.fastq.gz	TDNASEQ	fastqRead2
53X10	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Nkx2.5-D10-0.2b_AGCTAA_L005_R2.fastq.gz	TDNASEQ	fastqRead2
53X10	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Nkx2.5-D10-0.2b_AGCTAA_L005_R1.fastq.gz	TDNASEQ	fastqRead1
53X11	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Nkx2.5-D6-0.2a_GGCTAC_L005_R2.fastq.gz	TDNASEQ	fastqRead2
53X11	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Nkx2.5-D6-0.2a_GGCTAC_L005_R1.fastq.gz	TDNASEQ	fastqRead1
53X12	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Nkx2.5-D6-0.2b_CTTGTA_L005_R2.fastq.gz	TDNASEQ	fastqRead2
53X12	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Nkx2.5-D6-0.2b_CTTGTA_L005_R1.fastq.gz	TDNASEQ	fastqRead1
53X13	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Tbx5-D10-0.2a_CAGATC_L003_R1.fastq.gz	TDNASEQ	fastqRead1
53X13	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Tbx5-D10-0.2a_CAGATC_L003_R2.fastq.gz	TDNASEQ	fastqRead2
53X14	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Tbx5-D10-0.2b_ACTTGA_L003_R1.fastq.gz	TDNASEQ	fastqRead1
53X14	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Tbx5-D10-0.2b_ACTTGA_L003_R2.fastq.gz	TDNASEQ	fastqRead2
53X15	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Tbx5-D6-0.2a_TGCAAA_L005_R1.fastq.gz	TDNASEQ	fastqRead1
53X15	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Tbx5-D6-0.2a_TGCAAA_L005_R2.fastq.gz	TDNASEQ	fastqRead2
53X16	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Tbx5-D6-0.2b_AATACC_L005_R2.fastq.gz	TDNASEQ	fastqRead2
53X16	Mouse	/Data01/gnomex/ExperimentData/2012/53R/upload_staging/Tbx5-D6-0.2b_AATACC_L005_R1.fastq.gz	TDNASEQ	fastqRead1
56X1	Mouse	/Data01/gnomex/ExperimentData/2012/56R/upload_staging/TG4S-KO-4.111013-FC325.L007_R1.gz	MRNASEQ	fastqRead1
56X1	Mouse	/Data01/gnomex/ExperimentData/2012/56R/upload_staging/TG4S-KO-4.111013-FC325.L007_R2.gz	MRNASEQ	fastqRead2
56X2	Mouse	/Data01/gnomex/ExperimentData/2012/56R/upload_staging/TG4S-control-4.111013-FC325.L007_R1.gz	MRNASEQ	fastqRead1
56X2	Mouse	/Data01/gnomex/ExperimentData/2012/56R/upload_staging/TG4S-control-4.111013-FC325.L007_R2.gz	MRNASEQ	fastqRead2
69X1	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X1_111206_SN141_0426_AD0EKYABXX_1.txt.gz	MRNASEQ	fastqRead1
69X2	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X2_111206_SN141_0426_AD0EKYABXX_1.txt.gz	MRNASEQ	fastqRead1
69X3	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X3_111206_SN141_0426_AD0EKYABXX_1.txt.gz	MRNASEQ	fastqRead1
69X4	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X4_111206_SN141_0426_AD0EKYABXX_2.txt.gz	MRNASEQ	fastqRead1
69X5	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X5_111206_SN141_0426_AD0EKYABXX_2.txt.gz	MRNASEQ	fastqRead1
69X6	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X6_111206_SN141_0426_AD0EKYABXX_2.txt.gz	MRNASEQ	fastqRead1
69X7	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X7_111118_SN141_0417_BC04PLABXX_7.txt.gz	MRNASEQ	fastqRead1
69X8	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X8_111118_SN141_0417_BC04PLABXX_7.txt.gz	MRNASEQ	fastqRead1
69X9	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X9_111118_SN141_0417_BC04PLABXX_7.txt.gz	MRNASEQ	fastqRead1
69X10	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X10_111206_SN141_0426_AD0EKYABXX_3.txt.gz	MRNASEQ	fastqRead1
69X11	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X11_111206_SN141_0426_AD0EKYABXX_3.txt.gz	MRNASEQ	fastqRead1
69X12	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X12_111206_SN141_0426_AD0EKYABXX_3.txt.gz	MRNASEQ	fastqRead1
69X13	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X13_111118_SN141_0417_BC04PLABXX_8.txt.gz	MRNASEQ	fastqRead1
69X14	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X14_111118_SN141_0417_BC04PLABXX_8.txt.gz	MRNASEQ	fastqRead1
69X15	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X15_111118_SN141_0417_BC04PLABXX_8.txt.gz	MRNASEQ	fastqRead1
69X16	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X16_111206_SN141_0426_AD0EKYABXX_4.txt.gz	MRNASEQ	fastqRead1
69X17	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X17_111206_SN141_0426_AD0EKYABXX_4.txt.gz	MRNASEQ	fastqRead1
69X18	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8531X18_111206_SN141_0426_AD0EKYABXX_4.txt.gz	MRNASEQ	fastqRead1
69X19	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X1_111206_SN141_0426_AD0EKYABXX_5.txt.gz	MRNASEQ	fastqRead1
69X20	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X2_111206_SN141_0426_AD0EKYABXX_5.txt.gz	MRNASEQ	fastqRead1
69X21	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X3_111206_SN141_0426_AD0EKYABXX_5.txt.gz	MRNASEQ	fastqRead1
69X22	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X4_111206_SN141_0426_AD0EKYABXX_6.txt.gz	MRNASEQ	fastqRead1
69X23	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X5_111206_SN141_0426_AD0EKYABXX_6.txt.gz	MRNASEQ	fastqRead1
69X24	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X6_111206_SN141_0426_AD0EKYABXX_6.txt.gz	MRNASEQ	fastqRead1
69X25	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X7_111206_SN141_0426_AD0EKYABXX_7.txt.gz	MRNASEQ	fastqRead1
69X26	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X8_111206_SN141_0426_AD0EKYABXX_7.txt.gz	MRNASEQ	fastqRead1
69X27	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X9_111206_SN141_0426_AD0EKYABXX_7.txt.gz	MRNASEQ	fastqRead1
69X28	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X10_111206_SN141_0426_AD0EKYABXX_8.txt.gz	MRNASEQ	fastqRead1
69X29	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X11_111206_SN141_0426_AD0EKYABXX_8.txt.gz	MRNASEQ	fastqRead1
69X30	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X12_111206_SN141_0426_AD0EKYABXX_8.txt.gz	MRNASEQ	fastqRead1
69X31	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X13_111209_SN141_0427_AC04NKABXX_5.txt.gz	MRNASEQ	fastqRead1
69X32	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X14_111209_SN141_0427_AC04NKABXX_5.txt.gz	MRNASEQ	fastqRead1
69X33	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X15_111209_SN141_0427_AC04NKABXX_5.txt.gz	MRNASEQ	fastqRead1
69X34	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X19_111209_SN141_0427_AC04NKABXX_7.txt.gz	MRNASEQ	fastqRead1
69X35	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X20_111209_SN141_0427_AC04NKABXX_7.txt.gz	MRNASEQ	fastqRead1
69X36	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X16_111209_SN141_0427_AC04NKABXX_6.txt.gz	MRNASEQ	fastqRead1
69X37	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X17_111209_SN141_0427_AC04NKABXX_6.txt.gz	MRNASEQ	fastqRead1
69X38	Human	/Data01/gnomex/ExperimentData/2012/69R/Fastq/8826X18_111209_SN141_0427_AC04NKABXX_6.txt.gz	MRNASEQ	fastqRead1
70X1	Human	/Data01/gnomex/ExperimentData/2012/70R/Fastq/8789X1_111118_SN141_0417_BC04PLABXX_6.txt	MRNASEQ	fastqRead1
70X2	Human	/Data01/gnomex/ExperimentData/2012/70R/Fastq/8789X2_111118_SN141_0417_BC04PLABXX_6.txt	MRNASEQ	fastqRead1
70X3	Human	/Data01/gnomex/ExperimentData/2012/70R/Fastq/8789X3_111118_SN141_0417_BC04PLABXX_6.txt	MRNASEQ	fastqRead1
76X1	Mouse	/Data01/gnomex/ExperimentData/2012/76R/bioanalysis/PV_mouse.AGCTAA.s_3_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
76X1	Mouse	/Data01/gnomex/ExperimentData/2012/76R/bioanalysis/PV_mouse.AGCTAA.s_3_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
76X2	Mouse	/Data01/gnomex/ExperimentData/2012/76R/bioanalysis/AV_mouse.CTTGTA.s_3_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
76X2	Mouse	/Data01/gnomex/ExperimentData/2012/76R/bioanalysis/AV_mouse.CTTGTA.s_3_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
76X3	Mouse	/Data01/gnomex/ExperimentData/2012/76R/bioanalysis/MV_mouse.GTCGAA.s_3_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
76X3	Mouse	/Data01/gnomex/ExperimentData/2012/76R/bioanalysis/MV_mouse.GTCGAA.s_3_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
76X4	Mouse	/Data01/gnomex/ExperimentData/2012/76R/bioanalysis/TV_mouse.TGCAAA.s_3_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
76X4	Mouse	/Data01/gnomex/ExperimentData/2012/76R/bioanalysis/TV_mouse.TGCAAA.s_3_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X1	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RA_p0_ACAGTG.s_2_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X1	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RA_p0_ACAGTG.s_2_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X2	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LV_p0_ACTTGA.s_2_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X2	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LV_p0_ACTTGA.s_2_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X3	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RA_E14.5_ATCACG.s_2_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X3	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RA_E14.5_ATCACG.s_2_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X4	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RV_p0_CAGATC.s_2_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X4	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RV_p0_CAGATC.s_2_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X5	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LA_E14.5_CGATGT.s_2_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X5	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LA_E14.5_CGATGT.s_2_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X6	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LA_p0_GCCAAT.s_2_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X6	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LA_p0_GCCAAT.s_2_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X7	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LV_E14.5_TGACCA.s_2_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X7	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LV_E14.5_TGACCA.s_2_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X8	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RV_E14.5_TTAGGC.s_2_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X8	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RV_E14.5_TTAGGC.s_2_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X9	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LV_P10_AATACC.s_1_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
